Assessment_Sequence_ID,Student_ID,Student or LA,PRE Agree To Participate,PRE Submitted,PRE Duration (Seconds),POST Agree To Participate,POST Submitted,POST Duration (Seconds),PRE % Answered,POST % Answered,PRE-score,POST-score,Effect-size,Learning_gain,male,female,transgender,other,Hispanic,white,black,asian,american_indian,hawaiian_or_other_pacific_islander,other,Year_in_school,First_time,0min_week_wLA,1-5min_week_wLA,6-15min_week_wLA,16-30min_week_wLA,30+min_week_wLA
584,15598,0,I agree to participate,2016-09-02 08:14:44,403.302,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1st,1,1,0,0,0,0
73,2857,0,I agree to participate,2015-09-09 00:00:00,479.203,I agree to participate,2015-12-12 22:45:39,574.17,100,100,29.16666667,58.33333333,1.720799546,0.411764706,0,1,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
286,8421,0,I agree to participate,2016-01-23 11:12:37,924.118,I agree to participate,2016-04-29 15:06:18,614.932,100,100,62.5,66.66666667,0.237311491,0.111111111,0,1,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
514,13263,0,I agree to participate,2016-09-01 16:18:24,1720.87,,,,100,,41.66666667,,,,0,1,0,0,0,0,0,1,0,0,0,2nd,1,1,0,0,0,0
547,7538,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
342,9890,0,I agree to participate,2016-01-31 18:50:06,86.094,,,,100,,23.07692308,,,,0,1,0,0,0,0,0,1,0,0,0,2nd,1,1,0,0,0,0
336,9560,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
527,13982,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
44,2179,0,I agree to participate,2015-09-14 00:00:00,760.538,I agree to participate,2015-12-08 16:48:04,662.7,100,100,21.875,21.875,0,0,1,0,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
467,11561,0,I agree to participate,2016-08-27 15:59:07,3472.116,,,,100,,41.66666667,,,,1,0,0,0,1,0,0,0,0,0,1,1st,1,1,0,0,0,0
342,7209,0,I agree to participate,2016-01-31 20:14:09,6660.509,,,,100,,26.92307692,,,,0,1,0,0,0,0,0,1,0,0,0,3rd,1,1,0,0,0,0
208,5003,0,I agree to participate,2016-01-12 17:57:19,972.324,,,,100,,80,,,,1,0,0,0,0,0,0,1,0,0,0,2nd,1,1,0,0,0,0
142,2465,0,I agree to participate,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,4th,0,1,0,0,0,0
137,2948,0,I agree to participate,2015-09-11 00:00:00,1333.753,,,,100,,75,,,,0,1,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
360,8079,0,,,,I agree to participate,2016-04-17 09:46:10,196.022,,,,,,,0,1,0,0,0,1,0,0,0,0,0,3rd,0,1,0,0,0,0
532,14048,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
233,5139,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
525,13966,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
230,5109,1,I agree to participate,2016-01-19 14:03:51,787.156,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,5th,1,0,0,0,0,0
516,13300,0,I agree to participate,2016-08-30 21:09:31,762.774,,,,100,,41.66666667,,,,0,1,0,0,0,0,0,1,0,0,0,2nd,1,1,0,0,0,0
253,5705,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
191,4671,0,,,,I agree to participate,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,3rd,1,1,0,0,0,0
170,2344,0,I agree to participate,2015-09-14 00:00:00,954.055,,,,100,,20,,,,0,1,0,0,0,1,0,0,0,0,0,3rd,1,1,0,0,0,0
508,12522,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
514,12993,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
255,5758,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
135,619,0,I agree to participate,,,I agree to participate,2015-11-10 00:00:00,3019.52,,100,,83.33333333,,,0,1,0,0,0,1,0,0,0,0,0,5th,1,1,0,0,0,0
316,8686,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
338,9757,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
308,8267,0,I agree to participate,2016-01-25 01:00:15,5874.15,,,,100,,20.83333333,,,,0,1,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
587,15614,0,I agree to participate,2016-09-02 09:39:23,421.608,,,,100,,30.76923077,,,,1,0,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
137,3230,0,I agree to participate,2015-09-11 00:00:00,714.492,I agree to participate,2015-12-05 00:00:00,451.138,100,100,55,65,0.475016352,0.222222222,0,1,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
133,348,0,I agree to participate,2015-09-01 00:00:00,13023.998,,,,100,,33.33333333,,,,0,1,0,0,0,0,0,1,0,0,0,3rd,1,1,0,0,0,0
220,6979,0,I agree to participate,2016-01-20 07:20:31,957.737,I agree to participate,2016-04-25 07:30:15,1371.805,100,100,21.875,25,0.240455776,0.04,0,1,0,0,1,1,0,0,0,0,0,3rd,1,1,0,0,0,0
133,298,0,I agree to participate,,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
298,8057,0,I agree to participate,2016-01-24 15:03:58,1190.852,I agree to participate,,,100,,45.83333333,,,,0,1,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
563,14956,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
320,8982,0,I agree to participate,2016-01-28 08:59:33,873.679,,,,100,,25,,,,0,1,0,0,1,0,0,0,0,0,1,5th,1,1,0,0,0,0
275,7468,0,I agree to participate,2016-01-25 20:23:00,2417.305,I agree to participate,2016-04-29 07:49:49,1232.805,100,100,31.25,75,2.552399951,0.636363636,0,1,0,0,0,1,0,0,0,0,0,3rd,1,1,0,0,0,0
514,13028,0,I agree to participate,2016-09-02 03:17:48,1474.199,,,,100,,58.33333333,,,,1,0,0,0,0,0,0,1,0,0,0,2nd,1,1,0,0,0,0
561,14846,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
286,8461,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
283,2737,0,I agree to participate,2016-01-31 15:38:57,947.62,I agree to participate,2016-04-29 19:00:06,309.127,100,100,40.625,37.5,-0.162090514,-0.052631579,1,0,0,0,0,1,0,0,0,0,0,5th,1,1,0,0,0,0
137,3087,0,I agree to participate,2015-09-11 00:00:00,681.538,I agree to participate,2015-12-05 00:00:00,468.374,100,100,75,90,0.712524528,0.6,0,1,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
273,7344,0,,,,I agree to participate,2016-04-26 17:40:12,3008.436,,100,,76.66666667,,,1,0,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
137,2979,0,I agree to participate,2015-09-11 00:00:00,883.23,I agree to participate,2015-12-07 09:29:03,1036.113,100,100,55,80,1.18754088,0.555555556,0,1,0,0,0,0,1,0,0,0,0,1st,1,1,0,0,0,0
368,4554,0,I agree to participate,2016-04-26 10:59:43,176.326,I agree to participate,2016-06-17 14:43:34,56.468,96.66666667,100,20,13.33333333,-0.36252721,-0.083333333,0,1,0,0,0,0,0,1,0,0,0,4th,1,1,0,0,0,0
73,3685,0,I agree to participate,2015-09-09 00:00:00,1204.198,I agree to participate,2015-12-14 06:12:06,1228.423,100,100,16.66666667,41.66666667,1.47497104,0.3,0,1,0,0,1,0,0,0,0,0,1,1st,1,1,0,0,0,0
270,6834,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
174,2592,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
364,8088,0,,,,I agree to participate,2016-04-14 22:12:02,353.588,,,,,,,0,1,0,0,1,1,0,0,0,0,0,3rd,1,1,0,0,0,0
222,7136,0,I agree to participate,2016-01-20 11:21:30,1027.836,I agree to participate,2016-04-25 11:20:17,920.868,100,100,43.75,53.125,0.71303451,0.166666667,0,1,0,0,0,1,0,0,0,0,0,3rd,1,1,0,0,0,0
190,4399,0,I agree to participate,2016-01-04 19:56:17,804.684,,,,100,,43.33333333,,,,1,0,0,0,0,0,0,1,0,0,0,3rd,1,1,0,0,0,0
175,2625,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
253,5735,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
349,10112,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
156,930,0,I agree to participate,2015-09-01 00:00:00,215.08,,,,100,,50,,,,1,0,0,0,1,1,0,0,0,0,0,2nd,1,1,0,0,0,0
516,13499,0,I agree to participate,2016-09-01 14:31:05,321.807,,,,100,,20.83333333,,,,1,0,0,0,0,1,0,0,0,0,0,3rd,1,1,0,0,0,0
508,12568,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
350,3646,0,I agree to participate,2016-02-18 17:36:52,94.182,I agree to participate,2016-05-07 17:05:31,194.114,100,100,12.5,25,0.805830696,0.142857143,0,1,0,0,0,0,1,0,0,0,0,2nd,1,1,0,0,0,0
172,2700,0,I agree to participate,2015-09-14 00:00:00,1355.684,,,,100,,23.33333333,,,,1,0,0,0,0,1,0,0,0,0,0,3rd,1,1,0,0,0,0
319,8879,0,I agree to participate,2016-01-26 13:42:25,2195.419,I agree to participate,2016-05-17 16:29:11,2188.457,100,100,65.95744681,63.82978723,-0.09805888,-0.0625,1,0,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
316,8716,0,I agree to participate,2016-01-24 20:23:42,943.781,,,,100,,27.27272727,,,,1,0,0,0,1,0,0,0,0,0,1,1st,1,1,0,0,0,0
129,4206,0,I agree to participate,2015-10-10 00:00:00,681.071,I agree to participate,2015-12-08 20:55:35,1033.27,100,100,36.66666667,50,0.876356092,0.210526316,0,1,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
338,9787,0,,,,I agree to participate,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
132,165,0,I agree to participate,2015-09-01 00:00:00,1328.607,I agree to participate,2015-11-07 00:00:00,1805.8,100,100,33.33333333,46.66666667,0.900716636,0.2,0,1,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
588,2757,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
339,9564,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
296,7943,0,I agree to participate,2016-01-25 14:56:11,613.944,,,,,,,,,,1,0,0,0,1,1,0,0,0,0,0,4th,0,1,0,0,0,0
381,10400,0,I agree to participate,2016-05-31 23:15:44,1031.274,I agree to participate,2016-08-01 00:18:16,926.693,100,100,44,32,-0.746059913,-0.214285714,0,1,0,0,0,1,0,0,0,0,0,4th,1,1,0,0,0,0
133,378,0,,,,I agree to participate,2015-11-07 00:00:00,672.975,,100,,53.33333333,,,0,1,0,0,0,1,0,0,0,0,0,3rd,1,1,0,0,0,0
220,7009,0,I agree to participate,2016-01-20 07:26:57,1405.132,I agree to participate,2016-04-25 07:23:15,610.611,100,100,15.625,18.75,0.240455776,0.037037037,0,1,0,0,0,0,0,1,0,0,0,3rd,1,1,0,0,0,0
259,5846,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
152,4123,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
275,7477,0,I agree to participate,2016-01-23 14:41:21,1960.28,I agree to participate,2016-05-02 14:08:20,2358.095,100,100,37.5,78.125,2.370085669,0.65,1,0,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
478,11768,0,I agree to participate,2016-08-23 13:37:56,499.786,,,,100,,13.33333333,,,,0,1,0,0,0,0,0,0,0,0,0,2nd,1,1,0,0,0,0
158,3789,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
283,2591,0,I agree to participate,2016-01-29 14:58:45,83.667,I agree to participate,2016-04-27 11:52:23,2502.579,100,100,21.875,37.5,0.810452572,0.2,1,0,0,0,0,0,0,0,0,0,1,2nd,1,1,0,0,0,0
137,3128,0,I agree to participate,2015-09-11 00:00:00,764.407,I do not agree to participate,,,100,,75,,,,0,1,0,0,1,0,0,0,0,0,1,1st,1,1,0,0,0,0
261,6109,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
267,6714,0,I agree to participate,2016-01-19 16:46:43,529.78,I agree to participate,2016-04-28 17:12:11,782.799,100,100,13.33333333,16.66666667,0.15820115,0.038461538,0,1,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
537,14291,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
349,3665,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
471,11721,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
509,12650,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
77,3549,0,I agree to participate,,,I agree to participate,2015-12-14 06:56:24,990.627,,100,,95.74468085,,,1,0,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
156,1080,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
190,4426,0,I agree to participate,2016-01-04 23:16:02,1379.72,I agree to participate,2016-04-16 17:40:31,1041.71,100,100,36.66666667,70,1.9511934,0.526315789,1,0,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
263,6237,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
533,14031,0,I agree to participate,2016-08-31 15:31:52,2197.676,,,,100,,15.625,,,,1,0,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
221,7048,0,I agree to participate,2016-01-20 09:28:18,1146.29,I agree to participate,2016-04-25 09:33:00,1628.518,100,100,9.375,59.375,4.680380921,0.551724138,1,0,0,0,0,1,0,0,0,0,0,3rd,1,1,0,0,0,0
509,12850,,I agree to participate,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
508,12598,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
335,9398,,I agree to participate,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
350,10103,0,I agree to participate,2016-02-18 09:06:36,93.454,,,,100,,25,,,,1,0,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
348,10067,1,I agree to participate,2016-02-15 18:14:17,1736.782,I agree to participate,2016-04-30 12:31:15,1517.197,100,100,56.25,93.75,2.808987533,0.857142857,1,0,0,0,0,1,0,0,0,0,0,4th,1,0,0,0,0,0
474,4939,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
509,12750,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
170,2351,0,I agree to participate,2015-09-14 00:00:00,828.175,,,,100,,20,,,,0,1,0,0,1,0,0,0,0,0,1,3rd,1,1,0,0,0,0
314,8343,1,I agree to participate,2016-01-22 23:58:26,23801.32,I agree to participate,2016-04-24 13:07:35,1312.255,100,100,75,75,0,0,0,1,0,0,0,1,0,0,0,0,0,2nd,1,0,0,0,0,0
278,10290,0,,,,I agree to participate,2016-05-03 18:04:46,145.772,,100,,16.66666667,,,0,1,0,0,1,0,0,0,0,0,1,2nd,1,1,0,0,0,0
311,9066,0,I agree to participate,2016-01-30 15:05:13,1242.276,I agree to participate,2016-05-10 12:23:57,1127.401,100,100,22.58064516,41.93548387,1.170511123,0.25,1,0,0,0,0,1,0,0,0,0,0,3rd,1,1,0,0,0,0
277,7514,0,I agree to participate,2016-01-27 14:58:48,336.398,I agree to participate,2016-04-25 19:42:41,313.661,100,100,26.66666667,26.66666667,0,0,1,0,0,0,0,0,0,1,0,0,0,5th,1,1,0,0,0,0
220,7041,0,I agree to participate,2016-01-20 07:13:17,465.588,I agree to participate,2016-04-25 07:25:45,1038.951,100,100,37.5,31.25,-0.480911552,-0.1,1,0,0,0,0,0,0,1,0,0,0,5th,1,1,0,0,0,0
225,5083,0,I agree to participate,2016-01-17 11:16:46,1132.632,I agree to participate,2016-04-28 14:49:18,804.08,100,100,18.75,65.625,2.428375423,0.576923077,1,0,0,0,0,0,0,1,0,0,0,1st,1,1,0,0,0,0
296,7973,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
316,8799,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
424,10635,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
133,410,0,I agree to participate,2015-09-01 00:00:00,874.192,I agree to participate,2015-11-07 00:00:00,735.133,100,100,3.333333333,60,3.400539379,0.586206897,1,0,0,0,0,1,0,0,0,0,0,3rd,1,1,0,0,0,0
53,2429,0,I agree to participate,,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
286,8483,0,I agree to participate,2016-01-27 15:07:00,84.16,I agree to participate,2016-04-28 18:49:12,72.745,100,100,29.16666667,20.83333333,-0.474622983,-0.117647059,0,1,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
280,2354,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
509,12803,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
261,6142,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
253,5708,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
399,11271,0,I agree to participate,2016-08-23 10:09:34,1579.027,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,3rd,1,1,0,0,0,0
551,14648,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
129,4139,,,,,I agree to participate,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
350,3627,0,I agree to participate,2016-02-14 17:11:55,911.362,I agree to participate,2016-05-07 16:04:42,2363.31,100,100,25,81.25,3.626238133,0.75,0,1,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
138,3819,0,I agree to participate,2015-09-29 00:00:00,1194.666,I agree to participate,2015-12-02 00:00:00,961.832,100,100,43.33333333,76.66666667,1.761392719,0.588235294,1,0,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
259,5877,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
339,9644,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
261,6139,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
153,3997,0,I agree to participate,2015-09-30 00:00:00,2219.242,,,,100,,26.66666667,,,,1,0,0,0,1,0,0,0,0,0,1,4th,1,1,0,0,0,0
349,10101,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
521,13913,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
77,3578,0,I agree to participate,2015-09-07 00:00:00,1133.282,I agree to participate,2015-12-15 23:49:32,985.85,100,100,34.04255319,91.4893617,2.113362936,0.870967742,0,1,0,0,0,1,0,0,0,0,0,3rd,1,1,0,0,0,0
190,4456,0,I agree to participate,2015-12-31 08:33:50,1537.76,I agree to participate,2016-04-09 22:36:37,1426.541,100,100,60,96.66666667,2.14631274,0.916666667,1,0,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
209,5270,0,I agree to participate,2016-01-21 17:48:10,1217.52,,,,100,,18.18181818,,,,0,1,0,0,0,0,1,0,0,0,0,1st,1,1,0,0,0,0
263,6267,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
239,5225,0,I agree to participate,2016-01-19 09:17:24,365.883,I agree to participate,2016-05-10 07:58:10,634.868,,,,,,,1,0,0,0,1,0,0,0,0,0,1,3rd,1,1,0,0,0,0
533,14098,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
268,6784,0,I agree to participate,2016-01-20 17:10:31,1578.258,I agree to participate,2016-04-28 08:01:10,1605.271,100,100,33.33333333,53.33333333,0.949714756,0.3,1,0,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
285,7733,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
190,4542,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
509,12878,0,I agree to participate,2016-08-29 11:32:42,945.187,,,,100,,50,,,,1,0,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
82,3704,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
17,1291,0,I agree to participate,2015-08-28 00:00:00,1023.601,I agree to participate,2015-12-07 21:23:06,131.853,100,100,14.89361702,2.127659574,-0.53820062,-0.15,0,1,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
529,15235,0,I agree to participate,2016-09-03 09:02:39,385.644,,,,,,,,,,1,0,0,0,1,1,0,0,0,0,0,3rd,1,1,0,0,0,0
261,6167,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
516,13529,0,I agree to participate,2016-08-31 18:45:02,647.823,,,,100,,58.33333333,,,,1,0,0,0,0,1,0,0,0,0,0,4th,0,1,0,0,0,0
30,1619,0,I agree to participate,2015-09-07 00:00:00,822.984,,,,100,,40.90909091,,,,1,0,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
318,8855,0,I agree to participate,2016-01-25 19:55:05,2965.999,I agree to participate,,,100,,63.82978723,,,,1,0,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
368,10261,0,I agree to participate,2016-04-28 19:46:52,17171.815,I agree to participate,2016-06-15 10:39:06,2400.644,100,100,63.33333333,86.66666667,1.268845234,0.636363636,0,1,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
133,272,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
235,5188,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
156,905,0,I agree to participate,2015-09-01 00:00:00,946.833,I agree to participate,2015-12-12 00:00:00,507.949,100,100,59.09090909,72.72727273,0.797116383,0.333333333,0,1,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
77,3461,0,I agree to participate,2015-09-07 00:00:00,5669.816,I agree to participate,,,100,,31.91489362,,,,1,0,0,0,0,0,0,1,0,0,0,1st,1,1,0,0,0,0
276,2339,0,I agree to participate,2016-01-21 13:44:57,561.605,I agree to participate,2016-04-24 11:51:20,151.522,100,100,25,15.625,-1.063902315,-0.125,0,1,0,0,0,1,0,0,0,0,0,3rd,1,1,0,0,0,0
225,3524,0,I agree to participate,2016-01-18 08:30:27,686.678,I agree to participate,2016-05-02 09:26:27,1774.208,100,100,34.375,43.75,0.485675085,0.142857143,0,1,0,0,0,0,0,1,0,0,0,1st,1,1,0,0,0,0
424,10665,0,I agree to participate,2016-08-24 08:27:31,3021.855,,,,100,,23.33333333,,,,1,0,0,0,0,0,0,0,0,0,0,3rd,1,1,0,0,0,0
336,9653,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
259,5937,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
223,3556,0,I agree to participate,2016-01-20 16:22:37,893.589,I agree to participate,2016-04-25 18:09:21,561.983,100,100,28.125,21.875,-0.483169525,-0.086956522,1,0,0,0,0,0,0,1,0,0,0,3rd,1,1,0,0,0,0
336,9594,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
336,9643,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
470,11730,0,I agree to participate,2016-08-25 12:41:24,924.487,,,,100,,20,,,,1,0,0,0,0,1,0,0,0,0,0,3rd,1,1,0,0,0,0
538,14332,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
137,3307,0,I agree to participate,2015-09-11 00:00:00,1478.34,I agree to participate,2015-12-05 00:00:00,572.784,100,100,85,85,0,0,1,0,0,0,1,1,0,0,0,0,0,2nd,0,1,0,0,0,0
74,2435,0,,,,I agree to participate,2015-12-15 20:33:34,420.892,,100,,34.375,,,1,0,0,0,0,1,0,0,0,0,0,2nd,0,1,0,0,0,0
350,10137,0,I agree to participate,2016-02-15 17:35:45,569.66,I agree to participate,2016-05-08 19:32:45,550.378,100,100,9.375,25,1.00728837,0.172413793,0,1,0,0,0,0,0,1,0,0,0,1st,0,1,0,0,0,0
265,6561,0,I agree to participate,2016-01-21 15:14:05,523.316,,,,100,,63.63636364,,,,0,1,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
561,14811,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
273,7364,0,I agree to participate,2016-01-23 10:54:25,2690.506,,,,100,,36.66666667,,,,1,0,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
225,3595,0,I agree to participate,2016-01-20 19:09:48,11685.606,I agree to participate,2016-05-02 16:32:34,609.202,100,100,25,31.25,0.32378339,0.083333333,0,1,0,0,0,0,1,0,0,0,0,1st,1,1,0,0,0,0
191,4773,0,I agree to participate,2016-01-04 22:40:49,690.495,,,,100,,30,,,,1,0,0,0,0,1,0,0,0,0,0,3rd,1,1,0,0,0,0
409,11213,0,I agree to participate,2016-08-16 15:04:36,483.466,,,,,,,,,,1,0,0,0,1,0,1,0,0,0,0,4th,1,1,0,0,0,0
31,1844,0,I agree to participate,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
220,6984,0,I agree to participate,2016-01-20 07:19:10,922.23,I agree to participate,2016-04-25 07:32:51,1194.337,100,100,25,31.25,0.480911552,0.083333333,0,1,0,0,0,0,0,1,0,0,0,3rd,1,1,0,0,0,0
259,6012,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
552,14672,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
533,14099,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
294,7847,0,I agree to participate,2016-01-21 21:06:49,657.791,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,1,1st,1,1,0,0,0,0
166,3736,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
